"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","",""
"203",1000,0.2,0.8,0,63,110,110,110,110,110,109,110,110,110,190,110,110,110,190,26,110,109,109,109
"204",1000,0.2,0.8,0,44,110,110,110,110,110,270,270,30,30,30,30,347,110,110,110,110,110,110,110
"205",1000,0.2,0.8,0,57,57,190,110,110,110,190,190,30,110,110,110,36,36,190,190,190,190,43,20
"206",1000,0.2,0.8,0,70,110,110,110,190,190,190,190,190,44,30,30,190,190,18,18,190,110,110,109
"207",1000,0.2,0.8,0,58,110,110,110,110,270,270,270,28,28,28,269,110,109,110,110,109,109,109,109
"208",1000,0.2,0.8,0,60,110,110,190,110,109,110,109,110,110,190,110,110,109,109,189,110,110,109,110
"209",1000,0.2,0.8,0,51,110,110,109,110,110,40,110,110,110,110,110,40,17,17,190,110,110,110,109
"210",1000,0.2,0.8,0,44,110,110,110,109,110,110,110,267,267,267,267,19,40,25,25,190,110,110,109
"211",1000,0.2,0.9,0,72,110,110,110,110,36,36,36,287,287,287,287,29,10,110,110,110,110,109,110
"212",1000,0.2,0.9,0,60,110,110,110,110,24,110,109,110,110,110,110,110,110,110,110,110,110,109,110
"213",1000,0.2,0.9,0,55,110,110,110,109,110,110,110,110,110,109,109,109,290,290,290,28,110,110,110
"214",1000,0.2,0.9,0,47,110,110,110,199,199,199,199,45,36,36,11,110,110,110,110,110,110,110,110
"215",1000,0.2,0.9,0,61,110,110,110,109,110,110,200,200,23,110,110,27,30,110,109,109,199,199,41
"216",1000,0.2,0.9,0,75,110,110,110,110,110,110,45,45,200,110,110,110,110,199,199,199,16,31,110
"217",1000,0.2,0.9,0,54,110,109,110,110,200,37,29,110,110,110,110,110,110,110,110,110,200,110,110
"218",1000,0.2,0.9,0,52,110,110,110,110,110,110,110,199,199,23,110,110,110,110,110,110,110,199,110
"219",1000,0.2,0.9,0,48,110,110,110,110,110,110,110,110,200,200,45,45,45,45,370,110,45,33,110
"220",1000,0.2,0.9,0,66,66,200,110,110,110,110,110,110,84,84,31,31,45,45,45,45,372,110,110
"221",1000,0.2,1,0,50,110,110,210,109,109,207,207,207,26,26,210,110,110,110,310,310,32,23,23
"222",1000,0.2,1,0,61,61,210,110,109,110,109,110,110,209,209,26,40,33,33,33,310,110,110,110
"223",1000,0.2,1,0,73,110,110,110,110,110,210,110,110,210,210,210,210,44,44,24,24,30,110,110
"224",1000,0.2,1,0,63,110,110,110,110,210,210,210,38,38,209,209,34,34,34,310,310,310,10,110
"225",1000,0.2,1,0,59,110,110,110,109,110,109,109,207,207,14,110,110,110,110,40,40,210,109,109
"226",1000,0.2,1,1,23,110,110,110,110,110,110,110,109,0,0,0,0,0,0,0,0,0,0,0
"227",1000,0.2,1,0,54,110,109,110,110,110,110,110,110,110,110,110,110,58,58,58,310,32,32,32
"228",1000,0.2,1,0,57,110,109,110,110,110,308,32,32,210,110,110,110,110,110,310,110,110,19,19
"229",1000,0.2,1,1,66,110,109,110,110,210,210,210,16,16,210,110,110,110,110,0,0,0,0,0
"230",1000,0.2,1,0,50,110,110,110,110,110,110,41,110,110,110,110,40,40,40,31,15,110,109,110
"231",1000,0.3,0,0,67,110,110,110,110,110,110,110,110,110,110,15,110,110,110,110,19,19,110,109
"232",1000,0.3,0,0,55,110,109,110,110,110,109,110,110,110,110,110,110,110,110,110,109,110,110,110
"233",1000,0.3,0,0,56,56,110,110,109,110,110,110,110,110,110,110,22,22,110,110,110,21,21,110
"234",1000,0.3,0,0,51,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
"235",1000,0.3,0,1,58,58,58,109,110,110,110,110,110,109,110,110,109,110,109,110,109,110,0,0
"236",1000,0.3,0,0,56,110,110,110,109,110,110,110,110,110,110,110,22,22,110,109,110,110,110,110
"237",1000,0.3,0,0,56,110,110,110,110,109,109,109,110,110,110,110,110,110,110,110,14,110,18,18
"238",1000,0.3,0,0,58,109,110,110,110,110,110,110,110,110,110,25,19,110,110,110,110,110,110,110
"239",1000,0.3,0,0,78,78,110,110,110,110,20,20,110,110,110,110,110,109,110,110,110,110,110,110
"240",1000,0.3,0,0,59,110,110,110,110,109,110,110,110,110,110,109,110,109,109,110,110,110,110,110
"241",1000,0.3,0.1,1,61,110,110,110,110,110,110,110,27,27,27,130,110,110,109,110,0,0,0,0
"242",1000,0.3,0.1,0,44,110,110,120,110,110,110,110,110,27,27,27,130,110,110,110,110,109,109,109
"243",1000,0.3,0.1,0,70,70,70,130,110,110,110,110,110,120,120,120,120,120,150,150,150,14,14,120
"244",1000,0.3,0.1,1,54,110,109,109,120,110,110,110,120,110,110,110,110,110,110,110,110,110,0,0
"245",1000,0.3,0.1,0,58,110,110,110,110,110,110,120,110,110,110,110,110,110,150,150,150,13,110,110
"246",1000,0.3,0.1,0,53,110,110,120,110,110,110,120,110,109,110,110,110,110,110,110,110,110,110,120
"247",1000,0.3,0.1,0,52,110,109,110,109,110,110,110,110,110,109,109,120,110,110,120,110,110,109,110
"248",1000,0.3,0.1,0,64,110,109,109,120,120,120,120,120,120,28,20,20,120,120,120,110,110,109,110
"249",1000,0.3,0.1,1,47,47,120,110,110,110,120,110,110,109,110,109,110,110,110,110,0,0,0,0
"250",1000,0.3,0.1,0,60,60,60,129,110,110,120,120,120,110,110,109,110,110,110,110,110,110,110,110
"251",1000,0.3,0.2,1,69,69,130,110,109,109,109,109,109,109,17,17,17,150,110,110,0,0,0,0
"252",1000,0.3,0.2,1,61,110,110,110,110,110,110,110,110,110,110,14,14,130,110,0,0,0,0,0
"253",1000,0.3,0.2,0,76,110,109,109,109,150,150,130,130,130,130,130,130,130,130,20,15,109,110,110
"254",1000,0.3,0.2,1,62,110,110,129,110,110,19,19,130,110,110,110,110,110,0,0,0,0,0,0
"255",1000,0.3,0.2,0,74,109,109,130,110,110,110,150,150,150,150,150,10,110,110,110,110,110,110,110
"256",1000,0.3,0.2,0,56,56,130,130,130,150,150,130,110,110,110,110,110,27,27,27,150,150,150,150
"257",1000,0.3,0.2,1,59,110,110,129,129,17,110,110,110,109,110,110,110,110,109,110,110,110,0,0
"258",1000,0.3,0.2,1,53,53,130,110,110,110,110,110,110,110,110,109,110,110,110,109,110,109,110,0
"259",1000,0.3,0.2,0,63,110,110,130,130,130,130,25,25,130,130,130,130,130,130,130,130,130,14,14
"260",1000,0.3,0.2,0,55,55,130,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,11
"261",1000,0.3,0.3,0,62,110,110,140,110,110,110,110,110,110,18,110,109,110,109,110,110,110,110,140
"262",1000,0.3,0.3,0,55,55,140,110,110,109,110,110,110,110,110,110,110,110,110,110,110,110,110,62
"263",1000,0.3,0.3,1,59,59,59,59,199,110,110,109,110,109,110,109,110,0,0,0,0,0,0,0
"264",1000,0.3,0.3,0,47,110,109,110,110,109,109,140,140,140,140,140,25,25,140,110,110,110,109,110
"265",1000,0.3,0.3,0,68,110,110,140,140,140,21,21,140,110,110,110,110,110,110,109,109,140,110,110
"266",1000,0.3,0.3,0,56,109,110,109,110,110,110,170,170,140,140,140,140,140,140,140,140,140,140,33
"267",1000,0.3,0.3,0,50,110,110,110,110,110,110,110,170,110,109,110,110,140,140,140,140,140,140,16
"268",1000,0.3,0.3,0,63,110,109,109,109,109,109,109,109,109,320,110,110,140,110,110,11,110,110,110
"269",1000,0.3,0.3,0,61,110,110,110,110,140,140,140,140,140,22,22,140,110,110,109,110,110,109,110
"270",1000,0.3,0.3,0,74,110,110,110,110,110,110,110,110,110,110,110,110,58,14,14,140,110,110,140
"271",1000,0.3,0.4,1,59,59,150,150,150,150,150,150,21,21,21,190,110,110,0,0,0,0,0,0
"272",1000,0.3,0.4,1,65,65,150,110,110,110,110,110,25,25,25,190,110,110,109,110,109,110,0,0
"273",1000,0.3,0.4,0,63,63,149,149,150,150,150,150,150,150,10,109,110,109,110,109,110,110,109,110
"274",1000,0.3,0.4,0,62,62,150,150,150,150,150,150,150,150,18,18,18,190,109,110,110,110,110,109
"275",1000,0.3,0.4,0,54,54,150,110,110,110,110,150,110,110,110,110,110,150,150,148,148,148,148,18
"276",1000,0.3,0.4,0,58,58,150,110,110,110,110,150,110,110,110,110,110,265,265,23,23,150,110,110
"277",1000,0.3,0.4,0,55,55,150,110,109,110,110,109,110,110,109,110,109,110,109,110,110,110,109,110
"278",1000,0.3,0.4,0,60,60,150,150,150,150,229,229,229,229,26,26,26,26,226,110,110,110,110,110
"279",1000,0.3,0.4,0,59,110,110,150,109,110,110,150,110,109,110,110,110,110,150,110,110,110,110,110
"280",1000,0.3,0.4,1,64,64,149,110,110,109,110,110,150,150,150,150,150,150,150,11,11,149,0,0
"281",1000,0.3,0.5,0,65,110,110,110,210,210,210,210,210,210,210,42,26,29,29,29,208,208,208,208
"282",1000,0.3,0.5,0,57,110,109,110,110,110,110,160,110,110,110,110,110,160,160,160,160,160,160,160
"283",1000,0.3,0.5,0,64,64,64,64,258,110,110,110,110,110,259,110,110,160,110,110,110,110,110,110
"284",1000,0.3,0.5,1,63,63,160,110,110,160,160,160,160,160,160,17,17,17,208,110,110,110,110,0
"285",1000,0.3,0.5,0,54,54,54,209,110,110,110,110,110,110,109,110,109,110,109,110,109,110,110,110
"286",1000,0.3,0.5,0,61,110,110,110,110,109,110,109,110,110,110,110,110,110,110,110,110,110,110,109
"287",1000,0.3,0.5,0,58,58,58,208,110,110,110,110,109,110,110,160,110,110,110,110,110,110,110,110
"288",1000,0.3,0.5,0,62,110,110,160,110,110,110,210,210,210,210,210,210,28,13,110,110,110,210,210
"289",1000,0.3,0.5,1,63,110,110,110,110,110,110,110,110,110,110,110,110,79,79,12,12,159,110,0
"290",1000,0.3,0.5,1,63,110,110,110,110,110,110,16,110,109,110,110,110,110,110,109,110,109,110,0
"291",1000,0.3,0.6,0,78,78,170,110,110,110,110,110,110,110,70,70,70,28,19,110,110,110,110,110
"292",1000,0.3,0.6,0,66,110,110,170,110,110,110,110,15,110,110,110,110,110,110,56,10,110,110,110
"293",1000,0.3,0.6,1,54,110,109,110,109,109,109,14,110,110,110,110,110,110,110,0,0,0,0,0
"294",1000,0.3,0.6,0,52,110,110,110,110,110,110,110,110,55,20,20,170,110,110,110,110,110,110,110
"295",1000,0.3,0.6,1,43,43,170,110,109,110,110,110,110,110,110,110,109,0,0,0,0,0,0,0
"296",1000,0.3,0.6,0,63,110,110,110,229,229,229,27,21,21,170,110,110,110,110,109,110,110,110,110
"297",1000,0.3,0.6,1,61,61,61,229,110,110,170,170,170,170,170,170,41,17,17,17,230,110,110,0
"298",1000,0.3,0.6,0,68,68,170,110,110,109,109,109,226,226,169,169,170,23,23,169,110,109,110,110
"299",1000,0.3,0.6,0,54,110,110,110,109,110,110,170,110,110,110,110,289,110,110,110,110,110,15,109
"300",1000,0.3,0.6,0,57,57,169,110,110,110,170,110,109,110,110,170,110,109,110,110,170,110,110,110
"301",1000,0.3,0.7,0,56,56,180,110,110,110,110,180,110,110,110,250,250,250,250,250,26,26,178,110
"302",1000,0.3,0.7,0,57,110,110,110,110,110,320,320,320,320,320,320,61,15,15,178,110,110,109,110
"303",1000,0.3,0.7,0,67,110,110,110,110,110,110,110,110,129,14,110,110,179,110,110,110,110,319,319
"304",1000,0.3,0.7,0,57,110,110,110,109,109,109,109,26,26,180,180,179,179,179,24,24,180,180,177
"305",1000,0.3,0.7,0,60,60,179,110,110,110,248,248,248,14,14,180,110,110,110,110,110,110,110,109
"306",1000,0.3,0.7,1,50,110,110,180,110,110,110,180,110,109,110,110,110,110,110,110,110,0,0,0
"307",1000,0.3,0.7,0,59,110,110,110,110,110,110,110,110,110,124,13,110,110,180,110,110,110,110,110
"308",1000,0.3,0.7,0,36,110,110,110,110,110,110,110,110,109,110,110,110,110,110,110,110,110,110,110
"309",1000,0.3,0.7,1,52,110,110,110,110,110,180,180,180,180,180,249,18,18,180,110,110,0,0,0
"310",1000,0.3,0.7,0,48,48,180,180,179,110,110,110,110,110,110,180,180,180,250,26,26,26,250,110
"311",1000,0.3,0.8,1,43,43,190,110,109,110,109,110,109,110,109,110,110,110,109,110,110,110,110,0
"312",1000,0.3,0.8,0,66,66,190,110,110,110,110,110,110,110,110,110,110,110,163,11,11,190,110,109
"313",1000,0.3,0.8,0,55,110,110,109,110,110,110,110,110,110,110,110,110,110,110,191,16,16,188,188
"314",1000,0.3,0.8,0,70,70,190,190,190,190,190,49,49,49,49,49,13,110,110,110,110,110,110,110
"315",1000,0.3,0.8,0,64,110,110,110,268,268,268,268,11,110,110,110,110,109,110,109,110,110,110,109
"316",1000,0.3,0.8,0,63,63,189,110,110,110,110,110,110,110,110,110,110,151,12,12,190,109,110,110
"317",1000,0.3,0.8,0,51,110,109,109,190,109,110,110,19,110,110,189,189,189,189,27,24,24,190,110
"318",1000,0.3,0.8,0,48,110,110,110,110,347,347,347,347,16,28,28,28,269,110,110,110,110,109,110
"319",1000,0.3,0.8,0,63,110,110,109,110,110,110,190,190,190,190,190,26,26,26,270,110,110,110,110
"320",1000,0.3,0.8,1,56,110,110,110,110,110,405,110,15,110,110,110,110,110,110,109,110,110,109,0
"321",1000,0.3,0.9,0,64,110,110,110,110,110,290,290,290,290,290,75,24,24,24,24,24,388,110,109
"322",1000,0.3,0.9,0,60,110,110,110,110,110,110,110,91,91,91,12,12,200,110,110,110,109,110,110
"323",1000,0.3,0.9,1,68,110,110,200,110,110,110,287,287,287,25,20,20,200,110,110,110,110,0,0
"324",1000,0.3,0.9,0,47,110,110,110,289,289,289,10,109,109,200,110,110,110,110,109,110,110,110,110
"325",1000,0.3,0.9,1,69,69,69,290,110,110,110,110,47,47,21,21,21,289,110,110,110,109,0,0
"326",1000,0.3,0.9,0,60,110,110,110,110,110,110,110,110,110,110,110,172,172,14,28,28,28,290,110
"327",1000,0.3,0.9,0,48,110,109,110,110,110,200,110,110,110,198,198,198,198,198,68,11,11,199,110
"328",1000,0.3,0.9,1,51,110,110,110,198,25,25,198,110,110,110,110,110,109,0,0,0,0,0,0
"329",1000,0.3,0.9,0,58,109,110,110,200,110,110,110,110,110,110,110,110,110,110,110,110,405,405,405
"330",1000,0.3,0.9,0,64,110,110,110,110,110,110,110,484,484,484,25,25,25,290,110,110,110,110,110
"331",1000,0.3,1,1,62,110,110,210,210,210,210,41,25,25,25,307,110,110,110,110,0,0,0,0
"332",1000,0.3,1,0,64,64,209,209,210,210,210,210,34,34,19,110,110,110,110,110,110,110,110,149
"333",1000,0.3,1,0,48,48,48,306,110,110,110,210,110,110,110,110,110,110,110,110,110,110,110,110
"334",1000,0.3,1,1,59,110,110,110,110,110,446,12,110,110,109,110,110,110,110,110,109,0,0,0
"335",1000,0.3,1,0,53,53,53,310,110,110,110,109,110,109,109,210,110,110,210,210,210,210,210,210
"336",1000,0.3,1,1,61,110,110,110,110,110,110,110,110,110,110,157,10,10,210,0,0,0,0,0
"337",1000,0.3,1,0,66,110,110,110,209,209,209,209,209,106,26,23,23,23,310,110,110,110,110,209
"338",1000,0.3,1,1,71,110,110,110,110,110,110,402,402,402,15,15,210,110,110,110,110,0,0,0
"339",1000,0.3,1,0,63,63,210,110,110,110,210,21,110,110,110,210,110,110,110,109,110,110,110,110
"340",1000,0.3,1,0,73,73,210,109,109,109,109,400,400,20,110,110,110,110,110,110,110,147,147,13
"341",1000,0.4,0,0,55,55,55,110,110,110,110,110,110,110,110,110,109,110,110,109,110,110,110,110
"342",1000,0.4,0,1,63,63,63,63,110,110,109,110,110,110,110,110,110,0,0,0,0,0,0,0
"343",1000,0.4,0,0,36,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
"344",1000,0.4,0,1,58,58,58,110,110,110,110,110,110,110,110,110,110,110,109,110,0,0,0,0
"345",1000,0.4,0,0,56,56,56,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,12,12
"346",1000,0.4,0,1,63,63,110,110,110,110,110,110,110,110,110,110,110,110,11,11,110,0,0,0
"347",1000,0.4,0,1,63,63,63,63,110,110,110,110,110,110,110,110,110,13,13,110,0,0,0,0
"348",1000,0.4,0,1,69,69,110,110,110,110,110,110,110,110,110,10,10,110,0,0,0,0,0,0
"349",1000,0.4,0,1,73,73,110,110,110,110,110,110,110,110,22,22,22,110,110,110,0,0,0,0
"350",1000,0.4,0,1,45,45,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0
"351",1000,0.4,0.1,0,76,76,76,76,140,140,120,110,110,120,120,120,120,120,120,120,19,19,120,110
"352",1000,0.4,0.1,0,64,64,64,130,130,130,130,130,130,130,130,130,130,13,13,120,110,110,110,109
"353",1000,0.4,0.1,1,73,73,73,130,130,130,130,130,130,130,130,11,11,120,0,0,0,0,0,0
"354",1000,0.4,0.1,1,63,63,63,63,140,140,140,140,140,150,150,150,150,150,10,10,120,0,0,0
"355",1000,0.4,0.1,0,62,62,62,130,110,110,110,110,110,140,140,140,140,140,140,140,140,140,15,15
"356",1000,0.4,0.1,0,59,59,59,130,110,110,110,109,109,109,129,110,110,110,109,110,109,110,110,110
"357",1000,0.4,0.1,0,62,110,110,110,109,110,110,120,110,110,120,110,109,110,110,120,110,110,110,109
"358",1000,0.4,0.1,0,57,110,110,120,120,120,120,120,120,120,120,120,120,120,120,120,13,13,120,110
"359",1000,0.4,0.1,0,77,77,77,130,110,110,110,110,110,110,110,19,19,120,120,120,110,109,110,109
"360",1000,0.4,0.1,0,69,69,120,110,110,110,130,130,130,130,130,130,130,130,130,130,12,12,120,110
"361",1000,0.4,0.2,0,71,71,71,71,71,190,190,190,190,190,190,190,11,110,110,110,110,110,21,21
"362",1000,0.4,0.2,0,50,110,110,110,150,110,110,110,110,110,110,110,110,110,20,20,130,130,130,150
"363",1000,0.4,0.2,0,57,57,130,110,110,130,130,130,150,150,150,148,110,110,110,150,150,130,130,130
"364",1000,0.4,0.2,1,66,66,130,130,130,110,110,110,110,110,110,21,21,21,21,150,110,110,110,0
"365",1000,0.4,0.2,1,45,45,45,150,110,110,109,110,0,0,0,0,0,0,0,0,0,0,0,0
"366",1000,0.4,0.2,1,56,56,56,150,110,109,110,110,110,110,110,110,110,109,0,0,0,0,0,0
"367",1000,0.4,0.2,1,66,66,66,66,170,170,170,170,19,19,130,110,0,0,0,0,0,0,0,0
"368",1000,0.4,0.2,0,60,60,130,110,110,110,110,110,130,130,130,130,130,130,130,130,130,130,130,10
"369",1000,0.4,0.2,0,60,60,130,110,110,110,110,109,109,109,109,109,188,188,188,188,12,12,130,110
"370",1000,0.4,0.2,1,66,110,110,110,110,110,110,110,110,110,110,110,110,110,14,14,130,110,0,0
"371",1000,0.4,0.3,0,53,110,110,140,140,140,140,140,140,140,140,14,110,110,110,170,170,170,170,170
"372",1000,0.4,0.3,0,58,58,140,110,110,110,110,110,110,110,289,289,289,289,289,18,18,140,110,110
"373",1000,0.4,0.3,1,54,54,54,170,110,110,110,110,110,110,110,110,109,110,110,0,0,0,0,0
"374",1000,0.4,0.3,0,66,66,66,66,200,110,110,140,140,140,140,140,140,140,140,140,140,140,140,140
"375",1000,0.4,0.3,0,64,64,64,64,200,200,140,140,140,140,140,140,140,17,18,18,140,110,110,110
"376",1000,0.4,0.3,0,66,66,66,170,110,109,109,109,109,109,109,109,109,18,18,18,170,110,110,110
"377",1000,0.4,0.3,0,64,110,110,110,110,110,110,110,110,110,110,110,110,26,26,140,110,109,110,110
"378",1000,0.4,0.3,1,69,69,69,69,200,200,200,200,200,13,13,140,110,110,110,0,0,0,0,0
"379",1000,0.4,0.3,0,68,109,109,109,109,109,109,109,109,109,109,109,109,66,66,18,18,18,169,110
"380",1000,0.4,0.3,0,59,110,110,110,170,170,170,170,170,170,170,170,13,110,110,110,19,19,140,110
"381",1000,0.4,0.4,0,59,110,110,110,110,110,110,110,110,110,110,110,110,87,16,16,149,110,110,109
"382",1000,0.4,0.4,0,51,110,110,110,110,110,110,110,190,110,110,150,150,149,149,149,149,149,149,13
"383",1000,0.4,0.4,1,50,50,50,190,110,110,110,109,110,109,110,110,110,110,110,109,110,0,0,0
"384",1000,0.4,0.4,0,61,61,61,61,61,61,61,61,61,378,109,109,109,109,109,109,109,28,18,18
"385",1000,0.4,0.4,0,61,61,61,189,189,189,190,190,190,190,190,21,21,150,110,110,110,109,110,110
"386",1000,0.4,0.4,0,57,57,150,110,110,109,109,150,110,110,110,110,189,189,189,189,189,189,189,189
"387",1000,0.4,0.4,1,45,110,109,109,150,150,149,149,149,149,149,14,14,150,109,110,0,0,0,0
"388",1000,0.4,0.4,0,56,56,56,189,110,110,110,110,110,110,150,109,109,109,190,110,110,109,110,109
"389",1000,0.4,0.4,0,60,60,149,149,149,149,149,149,149,10,109,110,110,150,150,150,150,150,150,150
"390",1000,0.4,0.4,1,57,57,150,150,150,150,150,150,150,17,17,17,190,109,110,0,0,0,0,0
"391",1000,0.4,0.5,0,64,64,160,160,160,160,160,160,160,160,160,160,84,15,15,160,110,110,110,110
"392",1000,0.4,0.5,1,58,58,58,210,110,110,110,210,210,210,210,210,210,210,37,11,11,160,0,0
"393",1000,0.4,0.5,0,62,62,62,62,260,260,260,260,260,260,17,17,160,110,109,110,109,110,109,110
"394",1000,0.4,0.5,0,59,110,110,160,160,160,160,160,160,22,22,20,110,110,110,110,159,159,160,160
"395",1000,0.4,0.5,0,67,67,160,110,110,110,110,110,110,110,360,360,360,16,16,160,110,110,110,109
"396",1000,0.4,0.5,1,62,62,62,210,110,110,109,110,110,110,160,110,110,110,110,109,110,109,0,0
"397",1000,0.4,0.5,0,65,65,65,210,110,109,110,110,110,110,209,209,160,160,160,160,160,160,160,160
"398",1000,0.4,0.5,0,51,110,109,109,109,109,109,109,109,109,70,15,15,160,160,160,160,160,160,160
"399",1000,0.4,0.5,0,57,110,110,110,110,110,110,110,110,110,110,110,110,118,21,12,110,110,110,110
"400",1000,0.4,0.5,0,65,110,110,110,110,110,110,260,260,260,260,260,260,17,17,160,160,160,160,258
"401",1000,0.4,0.6,1,62,110,110,110,170,170,170,170,16,16,170,110,109,0,0,0,0,0,0,0
"402",1000,0.4,0.6,0,52,110,110,170,110,110,110,110,110,110,39,39,170,110,110,110,110,15,15,170
"403",1000,0.4,0.6,0,69,110,110,110,110,110,110,110,110,110,110,136,10,110,110,110,110,110,18,20
"404",1000,0.4,0.6,0,56,56,170,170,170,110,110,170,110,110,110,110,110,110,110,110,110,110,110,110
"405",1000,0.4,0.6,0,66,66,169,169,169,169,169,169,169,169,109,22,22,22,22,290,110,110,170,110
"406",1000,0.4,0.6,0,74,74,74,74,290,110,110,110,170,110,110,110,110,110,350,350,350,230,230,230
